product_name,categories_tags,countries_en,ingredients_text,additives_tags
Light nonfat yogurt,"en:dairies,en:fermented-foods,en:fermented-milk-products,en:desserts,en:dairy-desserts,en:fermented-dairy-desserts,en:yogurts",United States,"Cultured pasteurized grade a nonfat milk, fructose, modified cornstarch, blueberries, kosher gelatin, concentrated blueberry puree, nonfat milk solids, natural flavors, concentrated fruit & vegetable juice (color), malic acid, potassium sorbate (to maintain freshness), acesulfame potassium, sucralose, vitamin a palmitate, vitamin d3. contains active yogurt cultures with l. bulgaricus, s. thermophilus, bifidobacterium bb-12, l. acidophilus, l. casei.","en:e202,en:e296,en:e428,en:e950,en:e955"
Light nonfat yogurt,"en:dairies,en:fermented-foods,en:fermented-milk-products,en:desserts,en:dairy-desserts,en:fermented-dairy-desserts,en:yogurts",United States,"Cultured pasteurized grade a nonfat milk, peaches, fructose, modified cornstarch, kosher gelatin, citric acid, nonfat milk solids, natural flavors, potassium sorbate (to maintain freshness), acesulfame potassium, sucralose, annatto, concentrated black carrot juice (color), vitamin a palmitate, vitamin d3, contains active yogurt cultures with l. bulgaricus, s. thermophilus, bifidobacterium bb-12, l. acidophilus, l casei.","en:e160b,en:e202,en:e330,en:e428,en:e950,en:e955"
Light nonfat yogurt,"en:dairies,en:fermented-foods,en:fermented-milk-products,en:desserts,en:dairy-desserts,en:fermented-dairy-desserts,en:yogurts",United States,"Cultured pasteurized grade a nonfat milk, raspberries, fructose, modified cornstarch, kosher gelatin, natural flavors, nonfat milk solids, concentrated fruit and vegetable juice (color), potassium sorbate (to maintain freshness), acesulfame potassium, sucralose, vitamin a palmitate, vitamin d3. contains active yogurt cultures with l. bulgaricus, s. thermophilus, bifidobacterium bb-12, l. acidophilus, l. casei cultures.","en:e202,en:e428,en:e950,en:e955"
"Light nonfat yogurt, strawberry","en:dairies,en:fermented-foods,en:fermented-milk-products,en:desserts,en:dairy-desserts,en:fermented-dairy-desserts,en:yogurts",United States,"Cultured pasteurized grade a nonfat milk, strawberries, fructose, modified cornstarch, kosher gelatin, nonfat milk solics, natural flavors, concentrated vegetable juice (color), malic acid, sucralose, acesulfame potassium, potassium sorbate (to maintain freshness), vitamin a palmitate, vitamin d3. contains active yogurt cultures with l. bulgaricus, s. thermophilus, bifidobacterium bb-12, l. acidophilus, l. casei cultures.","en:e202,en:e296,en:e428,en:e950,en:e955"
Light nonfat yogurt,"en:dairies,en:fermented-foods,en:fermented-milk-products,en:desserts,en:dairy-desserts,en:fermented-dairy-desserts,en:yogurts",United States,"Cultured pasteurized grade a nonfat milk, strawberries, fructose, modified cornstarch, bananas, kosher gelatin, natural flavors, nonfat milk solids, citric acid, tricalcium phosphate, acesulfame potassium, vegetable juice and beta carotene (color), sucralose, potassium sorbate (to maintain freshness), sodium benzoate (to maintain freshness), vitamin a palmitate, vitamin d3. contains active yogurt cultures with l. bulgaricus, s. thermophilus, bifidobacterium bb-12, l. acidophilus, l. casei cultures.","en:e202,en:e211,en:e330,en:e428,en:e950,en:e955"
Light nonfat yogurt,"en:dairies,en:fermented-foods,en:fermented-milk-products,en:desserts,en:dairy-desserts,en:fermented-dairy-desserts,en:yogurts",United States,"Cultured pasteurized grade a nonfat milk, sugar, modified cornstarch, fructose, kosher gelatin, natural flavors, nonfat milk solids, tricalcium phosphate, citric acid, sucralose, potassium sorbate (to maintain freshness), acesulfame potassium, annatto (color), sodium citrate, turmeric (color), vitamin a palmitate, and vitamin d3. contains active yogurt cultures with l. bulgaricus, s. thermophilus, bifidus, l. acidophilus, and l. casei.","en:e160b,en:e202,en:e330,en:e331,en:e428,en:e950,en:e955"
Blended lowfat yogurt,"en:dairies,en:fermented-foods,en:fermented-milk-products,en:desserts,en:dairy-desserts,en:fermented-dairy-desserts,en:yogurts",United States,"Cultured pasteurized grade a lowfat milk, sugar, blueberries, corn syrup, modified cornstarch, kosher gelatin, natural flavors, potassium sorbate (to maintain freshness), citric acid, red 40, blue 1. contains active yogurt cultures with l. bulgaricus, s. thermophilus, bifidus, l. acidophilus, l. casei cultures.","en:e129,en:e133,en:e202,en:e330,en:e428"
Blended lowfat yogurt,"en:dairies,en:fermented-foods,en:fermented-milk-products,en:desserts,en:dairy-desserts,en:fermented-dairy-desserts,en:yogurts",United States,"Cultured pasteurized grade a lowfat milk, sugar, black cherries, corn syrup, modified cornstarch, kosher gelatin, natural flavors, potassium sorbate (to maintain freshness), citric acid, red 40, blue 1. contains active yogurt cultures with l. bulgaricus, s. thermophilus, bifidus, l. acidophilus, l. casei cultures.","en:e129,en:e133,en:e202,en:e330,en:e428"
"Blended lowfat yogurt, raspberry","en:dairies,en:fermented-foods,en:fermented-milk-products,en:desserts,en:dairy-desserts,en:fermented-dairy-desserts,en:yogurts",United States,"Cultured pasteurized grade a lowfat milk, sugar, raspberries, corn syrup, modified cornstarch, kosher gelatin, natural flavors, potassium sorbate (to maintain freshness), red 40 and blue 1. contains active yogurt cultures with l. bulgaricus, s. thermophilus, bifidus, l. acidophilus, l. casei cultures.","en:e129,en:e133,en:e202,en:e428"
Blended lowfat yogurt,"en:dairies,en:fermented-foods,en:fermented-milk-products,en:desserts,en:dairy-desserts,en:fermented-dairy-desserts,en:yogurts",United States,"Cultured pasteurized grade a lowfat milk, sugar, strawberries, corn syrup, banana puree concentrate, modified cornstarch, kosher gelatin, natural flavors, citric acid, potassium sorbate (to maintain freshness), red 40. contains active yogurt cultures with l. bulgaricus, s. thermophilus, bifidus, l. acidophilus, l. casei cultures.","en:e129,en:e202,en:e330,en:e428"
"Blended lowfat yogurt, strawberry","en:dairies,en:fermented-foods,en:fermented-milk-products,en:desserts,en:dairy-desserts,en:fermented-dairy-desserts,en:yogurts",United States,"Cultured pasteurized grade a lowfat milk, sugar, strawberries, corn syrup, modified cornstarch, kosher gelatin, natural flavors, citric acid, potassium sorbate (to maintain freshness), red 40. contains active yogurt cultures with l. bulgaricus, s.thermophilus, bifidus, l. acidophilus, l. casei cultures.","en:e129,en:e202,en:e330,en:e428"
"Orange cream greek nonfat yogurt, orange cream","en:dairies,en:fermented-foods,en:fermented-milk-products,en:desserts,en:dairy-desserts,en:fermented-dairy-desserts,en:yogurts",United States,"Cultured pasteurized grade a nonfat milk sugar, oranges modified cornstarch, natural flavors annatto (for color), citric acid. contains live and active cultures (l. acidophilus, bifidus and l. casei).","en:e160b,en:e330"
"Light nonfat yogurt, apple pie","en:dairies,en:fermented-foods,en:fermented-milk-products,en:desserts,en:dairy-desserts,en:fermented-dairy-desserts,en:yogurts",United States,"Cultured pasteurized grade a nonfat milk, apples, fructose, modified cornstarch, kosher gelatin, nonfat milk solids, natural flavors, cinnamon, citric acid, sodium citrate, acesulfame potassium, potassium sorbate (to maintain freshness), sucralose, vitamin a palmitate, vitamin d3. contains active yogurt cultures with l. bulgaricus, s. thermophilus, bifidobacterium bb-12, l. acidophilus, l.casei.","en:e202,en:e330,en:e331,en:e428,en:e950,en:e955"
"Light nonfat yogurt, boston cream pie","en:dairies,en:fermented-foods,en:fermented-milk-products,en:desserts,en:dairy-desserts,en:fermented-dairy-desserts,en:yogurts",United States,"Cultured pasteurized grade a nonfat milk, sugar, fructose, modified cornstarch, kosher gelatin, nonfat milk solids, natural flavors, citric acid, tricalcium phosphate, potassium sorbate (to maintain freshness), sodium citrate, sodium benzoate (to maintain freshness), caramel color, sucralose, acesulfame potassium, tumeric (color), vitamin a palmitate, vitamin d3. contains active yogurt cultures with l. bulgaricus, s. thermophilus, bifidobacterium bb-12, l. acidophilus, l casei.","en:e150c,en:e202,en:e211,en:e330,en:e331,en:e428,en:e950,en:e955"
"Lowfat yogurt, strawberry banana","en:dairies,en:fermented-foods,en:fermented-milk-products,en:desserts,en:dairy-desserts,en:fermented-dairy-desserts,en:yogurts",United States,"Cultured pasteurized grade a lowfat milk, sugar, strawberries, bananas, nonfat milk solids, pectin, natural flavors, citric acid, potassium sorbate (to maintain freshness). contains active yogurt cultures with l. bulgaricus, s. thermophilus, bifidus, l. acidophilus, l. casei cultures.","en:e202,en:e330,en:e440"
"Light nonfat yogurt, lemon","en:dairies,en:fermented-foods,en:fermented-milk-products,en:desserts,en:dairy-desserts,en:fermented-dairy-desserts,en:yogurts",United States,"Cultured pasteurized grade a nonfat milk, fructose, modified cornstarch, kosher gelatin, nonfat milk solids, natural flavors, citric acid, potassium sorbate (to maintain freshness), acesulfame potassium, sucralose, turmeric (color), caramel color, vitamin a palmitate, vitamin d3. contains active yogurt cultures with l. bulgaricus, s. thermophilus, bifidobacterium bb-12, l. acidophilus, l. casei.","en:e150c,en:e202,en:e330,en:e428,en:e950,en:e955"
Blended lowfat yogurt,"en:dairies,en:fermented-foods,en:fermented-milk-products,en:desserts,en:dairy-desserts,en:fermented-dairy-desserts,en:yogurts",United States,"Cultured pasteurized grade a lowfat milk, sugar, corn syrup, modified cornstarch, kosher gelatin, natural flavors, citric acid, sodium citrate, potassium sorbate (to maintain freshness), annatto (color). contains active yogurt cultures with l. bulgaricus, s. thermophilus, bifidus, l. acidophilus, l. casei cultures.","en:e160b,en:e202,en:e330,en:e331,en:e428"
"Ultra-pasteurized creamer, original","en:plant-based-foods-and-beverages,en:dairy-substitutes,en:milk-substitutes,en:creamer",United States,"Water, corn syrup, vegetable oil (high oleic soybean and/or high oleic canola), contains less than 2% of: sodium caseinate* (a milk derivative), mono - and diglycerides, corn syrup solids, dipotassium phosphate, sodium stearoyl lactylate, carrageenan, polysorbate 60.","en:e340,en:e340ii,en:e407,en:e435,en:e471,en:e481"
Cheddar Style Shreds,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:dairy-substitutes,en:cheese-substitutes,en:shredded-cheese-substitutes",United States,"Filtered Water, Tapioca Starch, Coconut Oil, Non-GMO Expeller Pressed: Canola and/or Safflower Oil, Vegan Natural Flavors, Sea Salt, Tricalcium Phosphate, Potato Maltodextrin, Potato Protein Isolate, Lactic Acid, Konjac Gum, Xanthan Gum, Yeast Extract, Annatto, Turmeric, Inactive Yeast, Potassium Chloride.","en:e160b,en:e270,en:e415,en:e425,en:e425i"
"Raspberry greek nonfat yogurt, raspberry","en:dairies,en:fermented-foods,en:fermented-milk-products,en:desserts,en:dairy-desserts,en:fermented-dairy-desserts,en:yogurts",United States,"Cultured pasteurized skim milk, sugar, raspberries, natural flavor, pectin, vegetable juice (color), locust bean gum, citric acid, calcium chloride. contains five live active cultures including s. thermophilus, l. bulgaricus, l. acidophilus, bifidus and l. casei.","en:e330,en:e410,en:e440"
"Coffee creamer, original","en:plant-based-foods-and-beverages,en:dairy-substitutes,en:milk-substitutes,en:creamer",United States,"Corn syrup solids, vegetable oil (contains one or more of the following: palm, palm kernel, coconut, soybean), mono - and diglycerides, dipotassium phosphate, sodium caseinate* (a milk derivative), contains less than 2% of silicon dioxide, artificial colors, sodium stearoyl lactylate, natural and artificial flavors.","en:e340,en:e340ii,en:e471,en:e481"
Fat free sour cream,"en:dairies,en:compound-dairy-creams",United States,"Cultured pasteurized nonfat milk, nonfat milk solids, cream, modified food starch (corn), propylene glycol monoester, pectin, titanium dioxide (color), sodium phosphate, cellulose gel, cellulose gum.","en:e171,en:e440,en:e466"
"Greek nonfat yogurt, vanilla","en:dairies,en:fermented-foods,en:fermented-milk-products,en:desserts,en:dairy-desserts,en:fermented-dairy-desserts,en:yogurts",United States,"Cultured pasteurized skim milk, sugar, natural flavors, pectin, locust bean gum, citric acid, calcium chloride. contains five live active cultures including: s. thermophilus, l. bulgaricus, l. acidophilus, bifidus and l. casei.","en:e330,en:e410,en:e440"
Non-dairy coffee creamer,"en:plant-based-foods-and-beverages,en:dairy-substitutes,en:milk-substitutes,en:creamer",United States,"Water, corn syrup, sunflower oil, less than 2% of sodium caseinate (a milk derivative*), mono & diglycerides, sodium stearoyl lactylate, dipotassium phosphate.","en:e340,en:e340ii,en:e471,en:e481"
Black cherry greek nonfat yogurt,"en:dairies,en:fermented-foods,en:fermented-milk-products,en:desserts,en:dairy-desserts,en:fermented-dairy-desserts,en:yogurts",United States,"Cultured pasteurized skim milk, sugar, cherries, cherry juice concentrate, natural flavors, pectin, locust bean gum, vegetable juice concentrate (color), sodium citrate, citric acid, calcium chloride. contains five live active cultures including s. thermophilus, l. bulgaricus, l acidophilus, bifidus and l. casei.","en:e330,en:e331,en:e410,en:e440"
"Strawberry banana greek nonfat yogurt, strawberry banana","en:dairies,en:fermented-foods,en:fermented-milk-products,en:desserts,en:dairy-desserts,en:fermented-dairy-desserts,en:yogurts",United States,"Cultured pasteurized skim milk, sugar, strawberries, banana puree, natural flavors, pectin, locust bean gum, sodium citrate, malic acid, citric acid, calcium chloride vegetable juice concentrate (color). contains five live active cultures includings. thermophilus, l. bulgaricus, l acidophilus, bifidus and l. casei.","en:e296,en:e330,en:e331,en:e410,en:e440"
Mango greek nonfat yogurt,"en:dairies,en:fermented-foods,en:fermented-milk-products,en:desserts,en:dairy-desserts,en:fermented-dairy-desserts,en:yogurts",United States,"Cultured pasteurized skim milk, sugar, mangoes, mango puree, pectin, locust bean gum, natural flavors, vegetable juice concentrate (color), sodium citrate, calcium chloride, citric acid. contains five live active cultures including s. thermophilus, l. bulgaricus, l. acidophilus, bifidus and l. casei.","en:e330,en:e331,en:e410,en:e440"
"French vanilla non-dairy coffee creamer, french vanilla","en:plant-based-foods-and-beverages,en:dairy-substitutes,en:milk-substitutes,en:creamer",United States,"Vegetable oil (contains one or more of the following: palm, palm kernel, coconut, soybean), corn syrup solids*, sodium caseinate** (a milk derivative), dipotassium phosphate, contains less than 2% of mono - and diglycerides, silicon dioxide, salt, natural and artificial flavors, sucralose, acesulfame potassium, soy lecithin.","en:e322,en:e322i,en:e340,en:e340ii,en:e471,en:e950,en:e955"
Non-Dairy Coffee Creamer,"en:plant-based-foods-and-beverages,en:dairy-substitutes,en:milk-substitutes,en:creamer",United States,"Partially hydrogenated palm oil, corn syrup solids*, sodium caseinate (a milk derivative), dipotassium phosphate, mono - and diglycerides, artificial flavor, silicon dioxide, salt, sucralose, soy lecithin, acesulfame-k.","en:e322,en:e322i,en:e340,en:e340ii,en:e471,en:e950,en:e955"
"Greek nonfat yogurt, strawberry","en:dairies,en:fermented-foods,en:fermented-milk-products,en:desserts,en:dairy-desserts,en:fermented-dairy-desserts,en:yogurts,en:greek-style-yogurts",United States,"Cultured pasteurized skim milk, strawberries, fructose, sugar, natural flavors, pectin, locust bean gum, sodium citrate, lactic acid, fruit and vegetable juice for color, stevia extract, calcium chloride. contains five live active cultures including s. thermophilus, l. bulgaricus, l. acidophilus, bifudus and l. casei.","en:e270,en:e331,en:e410,en:e440"
"Nonfat greek yogurt, blueberry","en:dairies,en:fermented-foods,en:fermented-milk-products,en:desserts,en:dairy-desserts,en:fermented-dairy-desserts,en:yogurts,en:greek-style-yogurts",United States,"Cultured pasteurized skim milk, blueberries, sugar, fructose, natural flavor, locust bean gum, pectin, sodium citrate, citric acid, calcium chloride, stevia extract, fruit and vegetable juice for color. contains five live active cultures including s. thermophilus, l. bulgaricus, l. acidophilus, bifidus and l. casei.","en:e330,en:e331,en:e410,en:e440"
"Nonfat greek yogurt, vanilla","en:dairies,en:fermented-foods,en:fermented-milk-products,en:desserts,en:dairy-desserts,en:fermented-dairy-desserts,en:yogurts,en:greek-style-yogurts",United States,"Cultured pasteurized skim milk, sugar, vanilla extract, pectin, locust bean gum, calcium chloride, stevia extract, natural flavor, citric acid. contains five live active cultures including s. thermophilus, l. bulgaricus, l. acidophilus, bifidus and l. casei.","en:e330,en:e410,en:e440"
"Nonfat greek yogurt, cherry","en:dairies,en:fermented-foods,en:fermented-milk-products,en:desserts,en:dairy-desserts,en:fermented-dairy-desserts,en:yogurts",United States,"Cultured pasteurized skim milk, cherries sugar, fructose cherry juice concentrate, natural flavor, pectin, locust bean gum, sodium citrate, black carrot juice concentrate, citric acid, stevia extract, calcium chloride. contains five live active cultures including s. thermophillus, l. bulgaricus, l. acidophilus, bifidus and l. casei.","en:e330,en:e331,en:e410,en:e440"
"Vanilla cultured dairy blend, vanilla","en:dairies,en:fermented-foods,en:fermented-milk-products,en:desserts,en:dairy-desserts,en:fermented-dairy-desserts,en:yogurts",United States,"Water, milk protein concentrate, milk protein isolate, cream, skim milk, modified cornstarch, natural flavor, salt, gelatin, tricalcium phosphate, pectin, agar, cultured dextrose, sucralose, acesulfame potassium, lactase enzyme, vitamin a palmitate, vitamin d3, and active cultures with l. acidophilus and b. bifidum.","en:e406,en:e428,en:e440,en:e950,en:e955"
"Blackberry cultured dairy blend, blackberry","en:dairies,en:fermented-foods,en:fermented-milk-products,en:desserts,en:dairy-desserts,en:fermented-dairy-desserts,en:yogurts",United States,"Water, milk protein concentrate, milk protein isolate, cream, skim milk, modified cornstarch, blackberries, blackberry juice concentrate, natural flavor, gelatin, tricalcium phosphate, pectin, agar, cultured dextrose, sucralose, acesulfame potassium, red 40, blue 1, lactase enzyme, vitamin a palmitate, vitamin d3, and active cultures with l. acidophilus and b. bifidum.","en:e129,en:e133,en:e406,en:e428,en:e440,en:e950,en:e955"
"Key lime cultured dairy blend, key lime","en:dairies,en:fermented-foods,en:fermented-milk-products,en:desserts,en:dairy-desserts,en:fermented-dairy-desserts,en:yogurts",United States,"Water, milk protein concentrate, milk protein isolate, cream, skim milk, modified cornstarch, key lime puree, lime juice concentrate, tricalcium phosphate, natural flavor, gelatin, turmeric (for color), salt, pectin, agar, cultured dextrose, sucralose, acesulfame potassium, blue 1, lactase enzyme, vitamin a palmitate, vitamin d3, active cultures with l. acidophilus and b. bifidum.","en:e133,en:e406,en:e428,en:e440,en:e950,en:e955"
"Lite nonfat yogurt, blueberry","en:dairies,en:fermented-foods,en:fermented-milk-products,en:desserts,en:dairy-desserts,en:fermented-dairy-desserts,en:yogurts",United States,"Cultured nonfat milk, blueberries, modified cornstarch, natural flavor, gelatin, tricalcium phosphate, soluble corn fiber, agar, cultured dextrose, sucralose, neotame, acesulfame potassium, vitamin a palmitate, vitamin d3, active cultures with l. acidophilus and b. bifidum.","en:e406,en:e428,en:e950,en:e955,en:e961"
"Lite nonfat yogurt, strawberry","en:dairies,en:fermented-foods,en:fermented-milk-products,en:desserts,en:dairy-desserts,en:fermented-dairy-desserts,en:yogurts",United States,"Cultured nonfat milk, strawberries, modified cornstarch, natural flavor, gelatin, tricalcium phosphate, soluble corn fiber, agar, cultured dextrose, sucralose, neotame, acesulfame potassium, red 40, vitamin a palmitate, vitamin d3, active cultures with l. acidophilus and b. bifidum.","en:e129,en:e406,en:e428,en:e950,en:e955,en:e961"
"Lite nonfat yogurt, vanilla","en:dairies,en:fermented-foods,en:fermented-milk-products,en:desserts,en:dairy-desserts,en:fermented-dairy-desserts,en:yogurts",United States,"Cultured nonfat milk, modified cornstarch, natural flavor, gelatin, tricalcium phosphate, soluble corn fiber, agar, cultured dextrose, sucralose, neotame, acesulfame potassium, vitamin a palmitate, vitamin d3, active cultures with l. acidophilus and b. bifidum.","en:e406,en:e428,en:e950,en:e955,en:e961"
"Lite nonfat yogurt, peach","en:dairies,en:fermented-foods,en:fermented-milk-products,en:desserts,en:dairy-desserts,en:fermented-dairy-desserts,en:yogurts",United States,"Cultured nonfat milk, peaches, modified cornstarch, concentrated peach puree, natural flavor, gelatin, tricalcium phosphate, soluble corn fiber, agar, cultured dextrose, sucralose, neotame, acesulfame potassium, annatto (for color), vitamin a palmitate, vitamin d3, active cultures with l. acidophilus and b. bifidum.","en:e160b,en:e406,en:e428,en:e950,en:e955,en:e961"
"Lite nonfat yogurt, strawberry banana","en:dairies,en:fermented-foods,en:fermented-milk-products,en:desserts,en:dairy-desserts,en:fermented-dairy-desserts,en:yogurts",United States,"Cultured nonfat milk, strawberries, banana puree, modified cornstarch, natural flavors, gelatin, tricalcium phosphate, soluble corn fiber, agar, cultured dextrose, sucralose, neotame, acesulfame potassium, red 40, vitamin a palmitate, vitamin d3, active cultures with l. acidophilus and b. bifidum.","en:e129,en:e406,en:e428,en:e950,en:e955,en:e961"
"Lite nonfat yogurt, lemon","en:dairies,en:fermented-foods,en:fermented-milk-products,en:desserts,en:dairy-desserts,en:fermented-dairy-desserts,en:yogurts",United States,"Cultured nonfat milk, lemon pulp, modified cornstarch, concentrated lemon juice, turmeric extract (for color), gelatin, tricalcium phosphate, soluble corn fiber, agar, natural flavor, carrageenan, cultured dextrose, sucralose, neotame, acesulfame potassium, vitamin a palmitate, vitamin d3, active cultures with l. acidophilus and b. bifidum.","en:e100,en:e406,en:e407,en:e428,en:e950,en:e955,en:e961"
"Lite nonfat yogurt, key lime pie","en:dairies,en:fermented-foods,en:fermented-milk-products,en:desserts,en:dairy-desserts,en:fermented-dairy-desserts,en:yogurts",United States,"Cultured nonfat milk, modified cornstarch, lime puree, concentrated lime juice, natural flavor, gelatin, tricalcium phosphate, soluble corn fiber, agar, cultured dextrose, sucralose, neotame, acesulfame potassium, turmeric extract (for color), blue 1, vitamin a palmitate, vitamin d3, active cultures with l. acidophilus and b. bifidum.","en:e100,en:e133,en:e406,en:e428,en:e950,en:e955,en:e961"
"Lite nonfat yogurt, cherry, cheesecake","en:dairies,en:fermented-foods,en:fermented-milk-products,en:desserts,en:dairy-desserts,en:fermented-dairy-desserts,en:yogurts",United States,"Cultured nonfat milk, cherries, cultured milk and nonfat milk, modified cornstarch, natural flavor, gelatin, tricalcium phosphate, soluble corn fiber, agar, cultured dextrose, lactic acid, sucralose, neotame, acesulfame potassium, vitamin a palmitate, vitamin d3, active cultures with l. acidophilus and b. bifidum.","en:e270,en:e406,en:e428,en:e950,en:e955,en:e961"
"Lite nonfat yogurt, vanilla","en:dairies,en:fermented-foods,en:fermented-milk-products,en:desserts,en:dairy-desserts,en:fermented-dairy-desserts,en:yogurts",United States,"Cultured nonfat milk, modified cornstarch, natural flavor, gelatin, tricalcium phosphate, soluble corn fiber, agar, cultured dextrose, sucralose, neotame, acesulfame potassium, vitamin a palmitate, vitamin d3, active cultures with l. acidophilus and b. bifidum.","en:e406,en:e428,en:e950,en:e955,en:e961"
"Lite nonfat yogurt, plain","en:dairies,en:fermented-foods,en:fermented-milk-products,en:desserts,en:dairy-desserts,en:fermented-dairy-desserts,en:yogurts",United States,"Cultured nonfat milk, modified cornstarch, gelatin, tricalcium phosphate, soluble corn fiber, agar, cultured dextrose, sucralose, neotame, acesulfame potassium, vitamin a palmitate, vitamin d3, active cultures with l. acidophilus and b. bifidum.","en:e406,en:e428,en:e950,en:e955,en:e961"
Cashewmilk,"en:plant-based-foods-and-beverages,en:beverages,en:dairy-substitutes,en:milk-substitutes,en:plant-based-beverages,en:plant-based-milk-alternatives",United States,"Cashewmilk (filtered water, cashews), cane sugar, tricalcium phosphate, sea salt, almond butter, locust bean gum, sunflower lecithin, gellan gum, vitamin e acetate, zinc gluconate, vitamin a palmitate, riboflavin (b2), vitamin b12, vitamin d2.","en:e322,en:e322i,en:e410,en:e418"
"Cashewmilk, unsweetened","en:plant-based-foods-and-beverages,en:beverages,en:dairy-substitutes,en:milk-substitutes,en:plant-based-beverages,en:plant-based-milk-alternatives",United States,"Cashewmilk (filtered water, cashews), tricalcium phosphate, sea salt, almond butter, locust bean gum, sunflower lecithin, gellan gum, vitamin e acetate, zinc gluconate, vitamin a palmitate, riboflavin (b2), vitamin b12, vitamin d2.","en:e322,en:e322i,en:e410,en:e418"
"Coffee creamer, hazelnut","en:plant-based-foods-and-beverages,en:dairy-substitutes,en:milk-substitutes,en:creamer",United States,"Water, sugar, soybean and/or palm oil, less than 2% of: sodium caseinate (a milk derivative)*, natural and artificial flavors, dipotassium phosphate, sodium stearoyl lactylate, polysorbate 60, datem, sodium phosphate, sodium citrate, cellulose gel, cellulose gum, carrageenan, color added.","en:e340,en:e340ii,en:e407,en:e435,en:e466,en:e472e,en:e481"
"French vanilla sugar free coffee creamer, french vanilla","en:plant-based-foods-and-beverages,en:dairy-substitutes,en:milk-substitutes,en:creamer",United States,"Water, corn syrup solids**, soybean and/or palm oil, less than 2% of: sodium caseinate (a milk derivative)***, natural and artificial flavors, maltodextrin, cellulose gel, cellulose gum, dipotassium phosphate, sucralose, sodium stearoyl lactylate, polysorbate 60, salt, acesulfame k (non-nutritive sweetener), sodium phosphate, sodium citrate, carrageenan, color added.","en:e340,en:e340ii,en:e407,en:e435,en:e466,en:e481,en:e950,en:e955"
Unsweetened almondmilk,"en:plant-based-foods-and-beverages,en:beverages,en:dairy-substitutes,en:milk-substitutes,en:plant-based-beverages,en:plant-based-milk-alternatives",United States,"Organic almondmilk (filtered water, organic almonds), organic locust bean gum, sea salt, sunflower lecithin, tricalcium phosphate, gellan gum, potassium citrate, vitamin a palmitate, vitamin d2, dl-alpha-tocopherol acetate (vitamin e), vitamin b12.","en:e322,en:e322i,en:e410,en:e418"
"Almondmilk, original","en:plant-based-foods-and-beverages,en:beverages,en:dairy-substitutes,en:milk-substitutes,en:plant-based-beverages,en:plant-based-milk-alternatives",United States,"Organic almondmilk (filtered water, organic almonds), organic evaporated cane syrup, organic locust bean gum, sea salt, sunflower lecithin, tricalcium phosphate, gellan gum, potassium citrate, vitamin a palmitate, vitamin d2, dl-alpha-tocopherol acetate (vitamin e), vitamin b12.","en:e322,en:e322i,en:e410,en:e418"
Almondmilk,"en:plant-based-foods-and-beverages,en:beverages,en:dairy-substitutes,en:milk-substitutes,en:plant-based-beverages,en:plant-based-milk-alternatives",United States,"Organic almondmilk (filtered water, organic almonds), organic evaporated cane syrup, organic locust bean gum, sea salt, organic vanilla flavor, natural flavors, sunflower lecithin, tricalcium phosphate, gellan gum, potassium citrate, organic vanilla extract, vitamin a palmitate, vitamin d2, dl-alpha-tocopherol acetate (vitamin e), vitamin b12.","en:e322,en:e322i,en:e410,en:e418"
"Creamer, hazelnut","en:plant-based-foods-and-beverages,en:dairy-substitutes,en:milk-substitutes,en:creamer",United States,"Organic nonfat milk, organic evaporated cane syrup, organic soybean oil, natural flavors, soy lecithin, sodium phosphate, sodium citrate, lactase enzyme, carrageenan.","en:e322,en:e322i,en:e407"
"Creamer, vanilla","en:plant-based-foods-and-beverages,en:dairy-substitutes,en:milk-substitutes,en:creamer",United States,"Organic nonfat milk, organic evaporated cane syrup, organic soybean oil, natural flavors, soy lecithin, sodium phosphate, sodium citrate, lactase enzymes, carrageenan.","en:e322,en:e322i,en:e407"
Coconut greek nonfat yogurt,"en:dairies,en:fermented-foods,en:fermented-milk-products,en:desserts,en:dairy-desserts,en:fermented-dairy-desserts,en:yogurts",United States,"Cultured pasteurized skim milk, sugar, natural flavor, pectin, locust bean gum, guar gum, tricalcium citrate, sodium citrate. contains five live active cultures including s. thermophilus, l. bulgaricus, l. acidophilus, bifidus and l casei.","en:e331,en:e410,en:e412,en:e440"
Lemon greek nonfat yogurt,"en:dairies,en:fermented-foods,en:fermented-milk-products,en:desserts,en:dairy-desserts,en:fermented-dairy-desserts,en:yogurts",United States,"Cultured pasteurized skim milk, sugar, lemon juice concentrate, pectin, sodium citrate, natural flavor, locust bean gum, calcium chloride, turmeric (color). contains five live active cultures includings. thermophilus, l. bulgaricus, l. acidophilus, bifidus and l. casei.","en:e331,en:e410,en:e440"
Organic coconut milk,"en:plant-based-foods-and-beverages,en:beverages,en:dairy-substitutes,en:milk-substitutes,en:plant-based-beverages,en:plant-based-milk-alternatives",United States,"Organic coconut, purified water, organic guar gum",en:e412
Light organic coconut milk,"en:plant-based-foods-and-beverages,en:beverages,en:dairy-substitutes,en:milk-substitutes,en:plant-based-beverages,en:plant-based-milk-alternatives",United States,"Purified water, organic coconut, organic guar gum",en:e412
