product_name,categories_tags,countries_en,ingredients_text,additives_tags
"White chocolate macadamia nut gourmet cookies, white chocolate macadamia nut","en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:biscuits",United States,"Bleached enriched flour (wheat flour, niacin, reduced iron, thiamine mononitrate, riboflavin and folic acid), sugar, white confectionery chunks (sugar, cocoa butter, whole milk powder, skim milk powder, milkfat, soy lecithin, vanilla), vegetable oil (palm), macadamia nuts, eggs, butter (cream, salt), margarine (palm oil, water, salt, vegetable monoglycerides, natural butter flavor, citric acid, vitamin a palmitate and beta carotene (color), milk], high fructose corn syrup, molasses, water, salt, baking soda, natural and artificial flavor, sodium acid pyrophosphate.","en:e322,en:e322i,en:e330,en:e450,en:e450i,en:e500,en:e500ii"
Chocolate Chunk Cookies,"en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:biscuits",United States,"Bleached enriched flour (wheat flour, niacin, reduced iron, thiamine mononitrate, riboflavin and folic acid), sugar, semisweet chocolate (sugar, chocolate liquor, cocoa butter, soy lecithin, artificial flavor, milk), vegetable oil (palm), eggs, butter (cream, salt), margarine (palm oil, water, salt, vegetable monoglycerides, natural butter flavor, citric acid, vitamin a palmitate and beta carotene [color], milk), high fructose corn syrup, molasses, water, salt, baking soda, natural and artificial flavor, sodium acid pyrophosphate.","en:e322,en:e322i,en:e330,en:e450,en:e450i,en:e500,en:e500ii"
"Gluten free blueberry mini muffins, blueberry","en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:pastries",United States,"Sugar, eragrostis teff flour, whole eggs, soybean oil, blueberries, water, cornstarch, nonfat milk, palm oil, leavening (cream of tartar, baking soda), salt, soy lecithin, natural flavor.","en:e322,en:e322i,en:e336,en:e336i,en:e500,en:e500ii"
Sugar free blueberry mini muffins,"en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:pastries",United States,"Maltitol, bleached wheat flour (enriched with niacin, reduced iron, thiamine mononitrate, riboflavin and folic acid), whole eggs, soybean oil, water, modified food starch, blueberries, whey (milk), leavening (sodium acetate), wheat gluten, salt, propylene glycol, monoesters, mono and diglycerides, sorbate (preservative), tricalcium phosphate, soy flour.","en:e1520,en:e262,en:e262i,en:e471,en:e965"
Sugar free pound cake,"en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:cakes",United States,"Maltitol, bleached wheat flour (enriched with niacin, reduced iron, thiamine mononitrate, riboflavin and folic acid), whole eggs, soybean oil, water, modified food starch, whey (milk), leavening (sodium acetate), wheat gluten, salt, propylene glycol, monoesters, mono and diglycerides, sodium stearoyl lactylate, acesulfame k, natural and artificial flavor, potassium sorbate (preservative), tricalcium phosphate, soy flour.","en:e1520,en:e202,en:e262,en:e262i,en:e471,en:e481,en:e950,en:e965"
"Frosted toaster pastries, strawberry","en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:pastries",United States,"Enriched wheat flour (flour, niacin, reduced iron, thiamine hydrochloride, riboflavin, folic acid), corn syrup, sugar, high fructose corn syrup, palm oil, contains less than 2% of: whey permeate, glycerin, modified cornstarch, water, white grape juice concentrate, salt, pre-gelatinized yellow corn meal, leavening (sodium aluminum phosphate, baking soda), color added, strawberry juice concentrate, citric acid, malic acid, natural and artificial flavor, potassium sorbate (preservative), gelatin, enzyme modified soy protein, flour, yellow corn flour, turmeric oleoresin color, red 40, blue 1, vitamin a palmitate, reduced iron, niacin, niacinamide, pyridoxine hydrochloride, thiamine mononitrate, riboflavin, folic acid.","en:e129,en:e133,en:e202,en:e296,en:e330,en:e422,en:e428,en:e500,en:e500ii,en:e541"
"Frosted brown sugar cinnamon toaster pastries, frosted brown sugar cinnamon","en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:pastries",United States,"Enriched wheat flour (flour, niacin, reduced iron, thiamine hydrochloride, riboflavin, folic acid), corn syrup, sugar, high fructose corn syrup, palm oil, brown sugar, whey permeate, contains less than 2% of: modified cornstarch, water, pre-gelatinized yellow corn meal, salt, cinnamon, leavening (sodium aluminum phosphate, baking soda), color added, citric acid, potassium sorbate (preservative), gelatin, soy lecithin, enzyme modified soy protein, vitamin a palmitate, reduced iron, niacinamide, pyridoxine hydrochloride, riboflavin, thiamine mononitrate.","en:e202,en:e322,en:e322i,en:e330,en:e428,en:e500,en:e500ii,en:e541"
"Blueberry frosted toaster pastries, blueberry","en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:pastries",United States,"Enriched wheat flour (flour, niacin, reduced iron, thiamine hydrochloride, riboflavin, folic acid), corn syrup, sugar, high fructose corn syrup, palm oil, contains less than 2% of: whey permeate, glycerin, water, modified cornstarch, white grape juice concentrate, blueberry juice concentrate, pre-gelatinized yellow corn meal, salt, leavening (sodium aluminum phosphate, baking soda), citric acid, red 40, color added, potassium sorbate (preservative), natural and artificial flavor, blue 1, gelatin, enzyme modified soy protein, flour, yellow corn flour, turmeric oleoresin color, vitamin a palmitate, reduced iron, niacin, niacinamide, pyridoxine hydrochloride, riboflavin, thiamine mononitrate, folic acid.","en:e129,en:e133,en:e202,en:e330,en:e422,en:e428,en:e500,en:e500ii,en:e541"
"Wheat golden crackers, wheat","en:snacks,en:sweet-snacks,en:biscuits-and-cakes",United States,"Enriched flour* (wheat flour, niacin, reduced iron, thiamin mononitrate {vitamin b1}, riboflavin {vitamin b2}, folic acid), whole wheat flour*, vegetable oil (contains one or more of the following: palm, canola, soybean with tbhq for freshness), sugar, salt, contains two percent or less of: leavening (baking soda, calcium phosphate), high fructose corn syrup, soy lecithin** (emulsifier), sodium sulfite.","en:e221,en:e322,en:e322i,en:e341,en:e500,en:e500ii"
Rosemary & olive oil weav-its crackers,"en:snacks,en:sweet-snacks,en:biscuits-and-cakes",United States,"Whole wheat*. vegetable oil (contains one or more of the following: palm, canola, soybean with tbhq for freshness), rosemary seasoning (maltodextrin, dextrose, salt, onion powder, sugar, spices, garlic powder, monosodium glutamate, natural flavor, sulfites), extra virgin olive oil.",en:e621
Multigrain wheat crackers,"en:snacks,en:sweet-snacks,en:biscuits-and-cakes",United States,"Enriched wheat flour* (wheat flour, niacin, reduced iron, thiamin mononitrate {vitamin b1}, riboflavin {vitamin b2}, folic acid), vegetable oil (contains one or more of the following: palm, canola, soybean with tbhq for freshness), sugar, scotch oatmeal, rye flour, twelve grain flour blend** (wheat, rye, triticale, barley, corn, millet, soy, durum wheat, oats, sunflower seed, flaxseed, sesame seed), modified cornstarch, wheat germ*, salt, inulin (chicory root), invert syrup, cellulose, malt syrup (barley), whey protein concentrateâ€ (milk), onion powder, baking soda, calcium phosphate, sodium sulfite and enzymes (protease).","en:e1101,en:e460,en:e500,en:e500ii"
Wheat saltine crackers,"en:snacks,en:sweet-snacks,en:biscuits-and-cakes",United States,"Enriched flour* (wheat flour, niacin, reduced iron, thiamin mononitrate {vitamin b1}, riboflavin {vitamin b2}, folic acid), whole wheat flour*, vegetable oil (contains one or more of the following: palm, canola, soybean with tbhq for freshness), contains two percent or less of: salt, sugar, caramel color, yeast, malted barley flour, sodium sulfite, enzymes, leavening (baking soda).","en:e150c,en:e221,en:e500,en:e500ii"
Chip blitz chewy cookies,"en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:biscuits",United States,"Enriched bleached wheat flour (wheat flour, niacin, reduced iron, thiamin mononitrate, riboflavin, folic acid), high fructose corn syrup, palm oil, semisweet chocolate chips (sugar, chocolate, cocoa butter, dextrose, soy lecithin, salt, vanilla extract), sugar, modified cornstarch, contains 12% or less of: cocoa powder, dextrose, baking soda, salt, caramel color, skim milk, soy lecithin, natural and artificial flavor.","en:e150c,en:e322,en:e322i,en:e500,en:e500ii"
Deluxe chocolate chip cookie mix,"en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:cakes,en:cooking-helpers,en:dessert-mixes,en:pastry-helpers,en:baking-mixes,en:cake-mixes",United States,"Enriched bleached flour (bleached wheat flour, malted barley flour, niacin, iron, thiamine mononitrate, riboflavin, folic acid), chocolate chips (sugar, chocolate liquor, cocoa butter, dextrose, emulsifier [soy lecithin], artificial flavor), brown sugar, sugar, vegetable shortening ([contains one or more of the following: canola and/or palm oil] with tbhq [preservative]). contains 2% or less of each of the following: salt, artificial flavor, leavening (baking soda).","en:e319,en:e322,en:e322i,en:e500,en:e500ii"
"Deluxe peanut butter cookie mix, deluxe peanut butter","en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:cakes,en:cooking-helpers,en:dessert-mixes,en:pastry-helpers,en:baking-mixes,en:cake-mixes",United States,"Enriched bleached flour (bleached wheat flour, niacin, iron, thiamine mononitrate, riboflavin, folic acid, sugar, peanut butter (peanuts, dextrose, fully hydrogenated vegetable oils [cottonseed, soybean, rapeseed], salt), brown sugar, vegetable shortening ([contains one or more of the following: canola and/or palm oil] with tbhq [preservative]). contains 2% or less of each of the following: dextrose, salt, natural and artificial flavor, leavening (baking soda).","en:e319,en:e500,en:e500ii"
Soup & oyster crackers,"en:snacks,en:sweet-snacks,en:biscuits-and-cakes",United States,"Enriched flour* (wheat flour, niacin, reduced iron, thiamin mononitrate [vitamin b1], riboflavin [vitamin b2], folic acid), vegetable oil (contains one or more of the following: palm, canola, soybean with tbhq for freshness), salt, contains two percent or less of: leavening (baking soda), yeast, sodium sulfite, enzymes, malted barley flour.","en:e221,en:e500,en:e500ii"
Cake ice cream cups,"en:snacks,en:sweet-snacks,en:biscuits-and-cakes",United States,"Enriched wheat flour (wheat flour, niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid), tapioca starch, sugar, contains less than 2% of: annatto extract (vegetable color), canola oil, leavening (ammonium bicarbonate, sodium bicarbonate), natural flavor, salt.","en:e500,en:e500ii,en:e503,en:e503ii"
Original chocolate sandwich creme filled cookie,"en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:biscuits",United States,"Enriched wheat flour (wheat flour, niacin, reduced iron, thiamin mononitrate, riboflavin, folic acid), sugar, vegetable oil (palm and canola oil), cocoa (processed with alkali), high fructose corn syrup, contains 2% or less of: leavening (baking soda, calcium phosphate), salt, chocolate, soy lecithin, artificial flavor.","en:e322,en:e322i,en:e341,en:e500,en:e500ii"
Chocolate fudge sandwich creme filled cookie,"en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:biscuits",United States,"Sugar, enriched bleached wheat flour (flour, niacin, iron, thiamin mononitrate, riboflavin, folic acid), palm and/or soybean oil (with tbhq for freshness), cocoa (processed with alkali), cocoa powder, contains 2% or less of: high fructose corn syrup, corn starch, leavening (baking soda, calcium phosphate), salt, soy lecithin, dextrose, natural and artificial flavor, gum acacia, caramel color.","en:e150c,en:e322,en:e322i,en:e341,en:e414,en:e500,en:e500ii"
Original chocolate sandwich double creme filled cookie,"en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:biscuits",United States,"Sugar, enriched wheat flour (wheat flour, niacin, reduced iron, thiamin mononitrate, riboflavin, folic acid), vegetable oil (palm and canola oil), cocoa (processed with alkali), high fructose corn syrup, contains 2% or less of: leavening (baking soda, calcium phosphate), salt, soy lecithin, chocolate, artificial flavor.","en:e322,en:e322i,en:e341,en:e500,en:e500ii"
Vanilla sandwich creme filled cookie,"en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:biscuits",United States,"Enriched wheat flour (flour, niacin, iron, thiamin mononitrate, riboflavin, folic acid), sugar, palm oil, contains 2% or less of: corn syrup, salt, baking soda, soy lecithin, natural and artificial vanilla flavor.","en:e322,en:e322i,en:e500,en:e500ii"
Honey lowfat graham crackers,"en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:biscuits",United States,"Enriched wheat flour (wheat flour, niacin, reduced iron, thiamin mononitrate, riboflavin, folic acid), graham flour (whole grain wheat flour), sugar, high oleic canola and/or soybean oil with tbhq and citric acid to preserve freshness, honey, contains 2% or less of: baking soda, calcium carbonate, salt, artificial flavor, datem, soy lecithin, sodium sulfite.","en:e221,en:e322,en:e322i,en:e472e,en:e500,en:e500ii"
Original cheddar cheese crackers,"en:snacks,en:salty-snacks,en:appetizers,en:biscuits-and-crackers,en:crackers-appetizers",United States,"Enriched flour (wheat flour, niacin, reduced iron, thiamin mononitrate, riboflavin, folic acid), high oleic canola and/or soybean oil (with tbhq and citric acid for freshness), cheddar cheese (milk, salt, cheese cultures, enzymes, annatto [color]), enzyme modified skim milk cheddar cheese product (pasteurized skim milk, whey and milk protein concentrate, cheese cultures, salt, enzymes), contains 2% or less of: salt, paprika, natural flavor, leavening (yeast, baking soda), yeast extract, color (paprika oleoresin, annatto extract, turmeric extract), enzymes.","en:e100,en:e160b,en:e160c,en:e500,en:e500ii"
"Muffins, blueberry","en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:cakes,en:muffins,en:pastries",United States,"Sugar, whole eggs, canola oil, wild maine blueberries, gluten free oat flour, water, potato flour, potato starch, vanilla, baking powder (sodium acid pyrophosphate, sodium bicarbonate, cornstarch, monocalcium phosphate), salt, xanthan gum, fumaric acid (mold inhibitor), hydrogenated palm oil.","en:e297,en:e341,en:e341i,en:e415,en:e450,en:e450i,en:e500,en:e500ii"
Luxury cookies,"en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:biscuits,en:chocolate-biscuits,en:drop-cookies,en:chocolate-chip-cookies,en:cookies-with-chocolate-and-nougat",France,"farine de _blé_, pépites de chocolat (22%),(sucre, pâte de cacao (lécithine de _soja_)), huile de palme, sucre, nougatine (7%) (_noisettes_, sucre), lactosérum ou dérivés du lactosérum (_lait_), sirop de sucre partiellement inverti, poudres à lever (bicarbonate de sodium, bicarbonate d'ammonium), sel, arômes.","en:e322,en:e322i,en:e500,en:e500ii,en:e503,en:e503ii"
4 milk white & dark chocolate brownies,"en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:cakes,en:chocolate-cakes,en:brownies",France,"milk chocolate (20%) (sugar cocoa butter. cocoa mass dried skimmed milk milk fat lactose (milk) emulsifier: soya lecithin) unsalted butter (milk). pasteurised egg sugar icing sugar fat reduced cocoa powder (6%) dark chocolate chunks (3%) (sugar cocoa mass - cocoa butter emulsifier: soya lecithin flavouring) rice flour - invert sugar syrup potato starch dark chocolate curls (2%) (sugar cocoa mass cocoa butter milk fat emulsifier: soya t 11 0 tot 0 3 • 71 lecithin flavouring) white chocolate curls (2%) (sugar dried whole milk cocoa butter emulsifier: soya lecithin flavouring). c a ground almonds humectant: glycerol cornflour thickener: xanthan gum flavouring raising agent: e450, sodium bicarbonate. for allergens see ingredients in bold. not suitable for nut and peanut allergy sufferers. suitable for vegetarians ce our m speci witha xx made one c © mar ch99 m&s ( po bo dublin marks mark mad 11","en:e450,en:e500,en:e500ii"
Extra Moist Deluxe Cake Mix,"en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:cakes,en:cooking-helpers,en:dessert-mixes,en:pastry-helpers,en:baking-mixes,en:cake-mixes",United States,"Enriched bleached flour (bleached wheat flour, niacin, iron, thiamin mononitrate, riboflavin, folic acid), sugar, vegetable shortening ([contains one or more of the following: palm oil and/or soybean oil], propylene glycol monoesters, mono - and diglycerides, soy lecithin) leavening (baking soda, sodium aluminum phosphate, monocalcium phosphate), modified corn starch, contains 2% or less of each of the following: propylene glycol mono - and diglycerides, wheat starch, natural and artificial flavor, lecithin, cellulose gum, guar gum, color (yellow 5, yellow 6), citric acid.","en:e102,en:e110,en:e322,en:e322i,en:e330,en:e341,en:e341i,en:e412,en:e466,en:e471,en:e500,en:e500ii,en:e541"
Chocolate donut holes with sprinkles,"en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:cakes",United States,"Enriched wheat flour (niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid), sugar, water, palm oil, contains 2% or less of: cocoa (processed with alkali), soybean oil, nonfat dry milk, soy flour, leavening (sodium bicarbonate, sodium acid pyrophosphate, sodium aluminum phosphate, monocalcium phosphate), dextrose, corn syrup solids, wheat starch, salt, soy lecithin, mono - and diglycerides, xanthan gum, potassium sorbate, natural and artificial flavor, cellulose gum, guar gum, whole egg, glucose, tapioca starch, palm kernel fat, glycerin, magnesium silicate, shellac, gum arabic, fd&c colors (red #40, red #3, blue #1, yellow #5, yellow #6), artificial flavor, cornstarch, calcium carbonate, calcium sulfate, agar-agar, locust bean gum, sodium phosphate, maltodextrin, palm oil with lecithin, rice starch, natural flavor, cinnamon.","en:e102,en:e110,en:e127,en:e129,en:e133,en:e170,en:e170i,en:e202,en:e322,en:e322i,en:e341,en:e341i,en:e406,en:e410,en:e412,en:e414,en:e415,en:e422,en:e450,en:e450i,en:e466,en:e471,en:e500,en:e500ii,en:e541,en:e553,en:e904"
Danish Luxury Cookies,"en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:biscuits-and-crackers,en:biscuits",Italy,"Farina di frumento, zucchero, grasso vegetale (palma), burro (7%), zucchero perlato, cocco essiccato, siero di latte in polvere, (latte), sale, agente lievitante (carbonato acido di ammonio), sciroppo di zucchero invertito (saccarosio, acqua, glucosio, fruttosio), aroma naturale, agente lievitante (carbonato acido di sodio).","en:e500,en:e500ii,en:e503,en:e503ii"
"Gluten free vanilla cake mix, vanilla","en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:cakes,en:cooking-helpers,en:dessert-mixes,en:pastry-helpers,en:baking-mixes,en:cake-mixes",United States,"Sugar, rice flour, potato starch, tapioca starch, corn flour, baking powder (sodium acid pyrophosphate, baking soda, cornstarch, monocalcium phosphate), natural flavor, sea salt, guar gum, xanthan gum, soy flour.","en:e341,en:e341i,en:e412,en:e415,en:e450,en:e450i,en:e500,en:e500ii"
"Gluten free chocolate cake mix, chocolate","en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:cakes,en:cooking-helpers,en:dessert-mixes,en:pastry-helpers,en:baking-mixes,en:cake-mixes",United States,"Sugar, rice flour, cocoa powder (processed with alkali), yellow corn flour, tapioca starch, baking powder (sodium acid pyrophosphate, baking soda, cornstarch, monocalcium phosphate), coffee, xanthan gum, sea salt, natural flavor, soy flour.","en:e341,en:e341i,en:e415,en:e450,en:e450i,en:e500,en:e500ii"
"Gluten free double chocolate brownie mix, double chocolate","en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:cakes,en:cooking-helpers,en:dessert-mixes,en:pastry-helpers,en:baking-mixes,en:cake-mixes",United States,"Confectioners' sugar (sucrose, cornstarch), chocolate chips (sugar, chocolate liquor, cocoa butter, soy lecithin [an emulsifier]), rice flour, cocoa powder (processed with alkali), brown rice syrup, potato starch, cornstarch, natural flavor, sea salt, gua","en:e322,en:e322i"
Gluten free sugar cookie mix,"en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:cakes,en:cooking-helpers,en:dessert-mixes,en:pastry-helpers,en:baking-mixes,en:cake-mixes",United States,"Sugar, potato starch, rice flour, corn starch, tapioca starch, yellow corn flour, baking powder (sodium acid pyrophosphate, baking soda, cornstarch, monocalcium phosphate), natural flavor, sea salt, xanthan gum, soy flour.","en:e341,en:e341i,en:e415,en:e450,en:e450i,en:e500,en:e500ii"
"Gluten free honey cornbread mix, honey","en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:cakes,en:cooking-helpers,en:dessert-mixes,en:pastry-helpers,en:baking-mixes,en:cake-mixes",United States,"Yellow cornmeal, sugar, rice flour, potato starch, honey granules (refinery syrup and honey), cornstarch, baking powder (sodium acid pyrophosphate, baking soda, cornstarch, monocalcium phosphate), salt, xanthan gum, soy flour.","en:e341,en:e341i,en:e415,en:e450,en:e450i,en:e500,en:e500ii"
"Gluten free chocolate chip cookie mix, chocolate chip","en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:cakes,en:cooking-helpers,en:dessert-mixes,en:pastry-helpers,en:baking-mixes,en:cake-mixes",United States,"Chocolate chips (sugar, chocolate liquor, cocoa butter, soy lecithin [an emulsifier]), rice flour, brown sugar, sugar, cornstarch, baking soda, xanthan gum, salt, soy flour.","en:e322,en:e322i,en:e415,en:e500,en:e500ii"
"Roasted Garlic Hummus With Flatbread, Roasted Garlic","en:snacks,en:sweet-snacks,en:biscuits-and-cakes",United States,"Chick Peas, Filtered Water, Tahini (Sesame Seed Paste), Olive Oil, Garlic, Lemon Juice, Roasted Garlic, Sea Salt, Citric Acid, Cayenne. Flatbread Ingredients: Unbleached Wheat Flour, Sesame Seeds, Organic Cane Sugar, High Oleic Sunflower Oil, Barley Grits, Durum Semolina, Sea Salt, Poppy Seeds, Filtered Water.",en:e330
"Roasted Red Pepper Hummus With Flatbread, Roasted Red Pepper","en:snacks,en:sweet-snacks,en:biscuits-and-cakes",World,"Chick Peas, Filtered Water, Roasted Red Pepper, Tahini (Sesame Seed Paste), Olive Oil, Lemon Juice, Garlic, Sea Salt, Citric Acid, Cayenne. Flatbread Ingredients: Unbleached Wheat Flour, Sesame Seeds, Organic Cane Sugar, High Oleic Sunflower Oil, Barley Grits, Durum Semolina, Sea Salt, Poppy Seeds, Filtered Water.",en:e330
Animal cookies made with whole grain,"en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:biscuits",United States,"Organic whole grain whole wheat flour, organic wheat flour (organic wheat flour, niacin, iron, thiamin mononitrate, riboflavin, folic acid), organic evaporated cane sugar, organic palm oil, organic cane syrup, organic canola oil, sea salt, baking soda, organic soy lecithin, organic vanilla extract.","en:e322,en:e322i,en:e500,en:e500ii"
Animal cookies,"en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:biscuits",United States,"Organic wheat flour (organic wheat flour, niacin, iron, thiamine mononitrate, riboflavin, folic acid), organic evaporated cane sugar, organic palm oil, organic cane syrup, sea salt, baking soda, organic soy lecithin, organic vanilla extract.","en:e322,en:e322i,en:e500,en:e500ii"
Animal cookies,"en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:biscuits",United States,"Organic wheat flour (organic wheat flour, niacin, iron, thiamin mononitrate, riboflavin, folic acid), organic evaporated cane sugar, organic palm oil, organic cane syrup, sea salt, baking soda, organic soy lecithin, organic vanilla extract.","en:e322,en:e322i,en:e500,en:e500ii"
"Coffee cake, triple chocolate","en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:cakes",United States,"Sugar, eggs, wheat flour (wheat flour, malted barley flour), soybean oil, chocolate chunks (sugar, chocolate liquor, cocoa butter, soy lecithin [an emulsifier], vanilla), sour cream (cultured pasteurized cream, nonfat milk, enzymes), chocolate chips (sugar, chocolate liquor, cocoa butter, soy lecithin [an emulsifier], vanilla), water, corn syrup, cocoa powder (alkalized), dairy whey, corn starch, palm oil, leavening (baking soda, monocalcium phosphate, sodium acid pyrophosphate), rice starch, buttermilk solids, natural flavor, mono and diglycerides, sea salt, xanthan gum, enzyme.","en:e322,en:e322i,en:e341,en:e341i,en:e415,en:e450,en:e450i,en:e471,en:e500,en:e500ii"
Animal cookies made with whole grain,"en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:biscuits",United States,"Organic whole grain whole wheat flour, organic wheat flour (organic wheat flour, niacin, iron, thiamin mononitrate, riboflavin, folic acid), organic evaporated cane sugar, organic palm oil, organic cane syrup, organic canola oil, sea salt, baking soda, organic soy lecithin, organic vanilla extract.","en:e322,en:e322i,en:e500,en:e500ii"
Chocolate sandwich creme cookies,"en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:biscuits",United States,"Sugar, enriched wheat flour (wheat flour, niacin, reduced iron, thiamin mononitrate, riboflavin, folic acid), palm oil, soybean oil, cocoa (processed with alkali), contains 2% or less of each: corn starch, baking soda, organic evaporated cane syrup, sea salt, natural cocoa extract, soy lecithin, natural flavor, cocoa powder, coffee powder.","en:e322,en:e322i,en:e500,en:e500ii"
"Chocolate sandwich creme cookies, mint double filled","en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:biscuits",United States,"Sugar, enriched wheat flour (wheat flour, niacin, reduced iron, thiamin mononitrate, riboflavin, folic acid), palm oil, soybean oil, cocoa (processed with alkali), contains 2% or less of each: corn starch, baking soda, organic evaporated cane syrup, sea salt, natural cocoa extract, soy lecithin, peppermint oil, natural flavor, cocoa powder, coffee powder.","en:e322,en:e322i,en:e500,en:e500ii"
"Chocolate sandwich peppermint creme cookies, candy cane","en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:biscuits",United States,"Sugar, enriched wheat flour (wheat flour, niacin, reduced iron, thiamin mononitrate, riboflavin, folic acid), palm oil, soybean oil, cocoa (processed with alkali), peppermint candy pieces (sugar, organic rice syrup, peppermint oil, beet juice extract [color]), contains 2% or less of each: baking soda, organic evaporated cane syrup, sea salt, natural cocoa extract, soy lecithin, peppermint oil, natural flavor, cocoa powder, coffee powder.","en:e322,en:e322i,en:e500,en:e500ii"
Soup & snack oyster crackers,"en:snacks,en:sweet-snacks,en:biscuits-and-cakes",United States,"Unbleached wheat flour, water, canola oil, cane sugar, salt, yeast, baking soda.","en:e500,en:e500ii"
"Four Cheese Brown Rice Crackers, Four Cheese","en:snacks,en:sweet-snacks,en:biscuits-and-cakes",World,"Brown Rice Flour, Potato Starch, Safflower Oil, Four Cheese Seasoning (Whey Powder, Salt, Maltodextrin, Whey, Whey Protein Concentrate, Sour Cream Powder [Cream, Non-Fat Dry Milk, Cultures], Cheddar Cheese [Cultured Milk, Salt, Enzymes], Skim Milk Powder, Yeast Extract, Buttermilk Powder, Whole Milk Mozzarella Cheese [Cultured Milk, Salt, Enzymes], Buttermilk, Natural Flavoring, Citric Acid, Romano Cheese [Milk, Cultures, Salt, Enzymes], Onion Powder, Parmesan Cheese [Milk, Cultures, Salt, Enzymes], Annatto (Color], Spices [Turmeric {Color}]), Whole Grain Sorghum Flour, Quinoa, Sesame Seeds, Millet, Flax Seed, Amaranth.","en:e123,en:e160b,en:e330"
"Blueberry Gluten Free Mini Muffins, Blueberry","en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:pastries",United States,"Blueberries, Light Brown Sugar, Greek Nonfat Yogurt (Cultured Pasteurized Grade A Lowfat Milk), Canola Oil, Brown Rice Flour, Egg, Tapioca Starch, Sorghum Flour, Sweet Rice Flour, Baking Soda, Natural Flavor (Natural Flavor, Water, Ethyl Alcohol), Xanthan Gum.","en:e1510,en:e415,en:e500,en:e500ii"
"Chocolate Chip Gluten Free Mini Muffins, Chocolate Chip","en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:pastries",United States,"Chocolate Chips (Sugar, Unsweetened Chocolate, Cocoa Butter, Soy Lecithin, Natural Vanilla Extract), Brown Sugar, Greek Nonfat Yogurt (Cultured Pasteurized Grade A Nonfat Milk), Canola Oil, Water, Brown Rice Flour, Egg, Congealed Nuvert, Sorghum Flour, Tapioca Flour, Sweet Rice Flour, Modified Corn Starch, Baking Soda, Natural Flavor (Contains Milk), Xanthan Gum.","en:e322,en:e322i,en:e415,en:e500,en:e500ii"
